CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS,,,
U52322MN2020PTC014175,HILLIVILLI FARMING PRODUCT SALES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,24-10-20,Manipur,100000,100000,52322,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","456, Sangakpham, Poumai Colony, Church Road, Near Airtel Tower Village, Imphal , East Imphal Unclassified MN 795010",RoC-Shillong,shialluaaning@yahoo.com,NA,NA,,,
U52339MN2019OPC013953,WELLIWARES MARKETING (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,30-09-19,Manipur,1000000,10000,52339,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","65 LOITANG KHUNOU MANING LEIKAI IMPHAL , West Imphal Unclassified MN 795002",RoC-Shillong,rohensamom@gmail.com,NA,NA,,,
U52393MN2020OPC014018,BEEYAH (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,10-01-20,Manipur,100000,100000,52393,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O SALEM BIREN, IED-II LEITONG IMPHAL , West Imphal Unclassified MN 795113",RoC-Shillong,Namanjain094@gmail.com,NA,NA,,,
U52397MN1999PTC005950,TEAM MARKETING & ADVERTISING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,19-11-99,Manipur,2000000,20000,52397,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","URIPOK NAOREMTHONG BAZARIMPHAL WEST DIST IMPHAL WEST MANIPUR , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U52399MN2010PLC008263,IROM DEVELOPMENT & TRADING CO. LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,01-07-10,Manipur,5000000,500000,52399,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","3rd FLOOR, GAMBHIR SINGH SHOPPING ARCADE B. T. ROAD IMPHAL , Unclassified MN 795001",RoC-Shillong,prasad_carajesh@yahoo.co.in,31-03-14,31-03-14,,,
U52399MN2010PTC008268,RKS MARKETING & LOGISTIC PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-09-10,Manipur,2500000,200000,52399,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","M M BUILDING, PURANA BAZAR THANGAL BAZAR IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,boycha77@yahoo.com,NA,NA,,,
U52399MN2011PTC008281,SHIJA COMMUNICATIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-05-11,Manipur,1000000,100000,52399,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","Wangkhei Ningthem Pukhri Mapal, Imphal East Manipur , Unclassified MN 795001",RoC-Shillong,shija.com@gmail.com,31-03-20,31-03-20,,,
U52399MN2013PTC008335,SANGAI TECHNOLOGIES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,23-04-13,Manipur,10000000,300000,52399,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","69 THANGAL BAZAR IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,pravin.cs@rediffmail.com,31-03-16,31-03-16,,,
U52399MN2020PTC014145,KANGLAMART PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-09-20,Manipur,100000,100000,52399,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","HOUSE NO. 4 THOUBAL ACHOUBA M.I. ROAD THOUBAL , Thoubal Unclassified MN 795138",RoC-Shillong,sushilkumar.huidrom@gmail.com,NA,NA,,,
U52399MN2020PTC014199,SALAIREN PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-11-20,Manipur,1500000,10000,52399,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","Seram Rajendrakumar,Lamboikhongnangkhong Imphal Municipal Council Imphal , West Imphal Unclassified MN 795004",RoC-Shillong,cs.rakesh2@gmail.com,NA,NA,,,
U52399MN2021PTC014257,MINGSEL IMPORT EXPORT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-03-21,Manipur,150000,50000,52399,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O. W. KETESHWOR, KONGBA UCHEKON LAI MORIBA, IMPHAL , East Imphal Unclassified MN 795008",RoC-Shillong,eitcompliance2020@gmail.com,NA,NA,,,
U52520MN2019OPC013957,HUMLEN RETAIL (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,03-10-19,Manipur,100000,100000,52520,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O Mayanglambam Romio Singh, Lamphel Iroishemba, Manghiden, Imphal West IMPHAL , West Imphal Unclassified MN 795004",RoC-Shillong,brainxmay@gmail.com,31-03-20,31-03-20,,,
U52520MN2019OPC014003,RADIANTPOINT (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,25-12-19,Manipur,100000,100000,52520,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O L. IBOMCHA SINGH , 13-A-6/9, SAGOLBAND TERA LUKRAM LEIRAK, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,CLIENT@legalraasta.com,31-03-20,31-03-20,,,
U52520MN2019PTC013855,NIRSHREE DYNAMIC ENTERPRISES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,19-04-19,Manipur,1000000,100000,52520,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","118, THANGMEIBAND MEISNAM LEIKAI OPP. THAU GROUND IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,niranjan@jcre.co.in,NA,NA,,,
U52590MN2012PTC008296,R K JOY VINIMAY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-01-12,Manipur,2200000,100000,52590,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","SAGOLBAND BIJOYGOVINDA LAMPHEL IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,rajkumar_ranj@yahoo.co.in,NA,NA,,,
U52599MN2020OPC014148,YAI LIFESTYLE MARKETING (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,16-09-20,Manipur,100000,100000,52599,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/o Yumlembam Bikram Meitei, Lairik Yengbam Leikai Salan, Imphal , West Imphal Unclassified MN 795010",RoC-Shillong,yumlembambikram@gmail.com,NA,NA,,,
U52599MN2020OPC014174,ARAMBAI TRADING (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,23-10-20,Manipur,1500000,100000,52599,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O. E. IBOCHOUBA SINGH, IED, 5124, 17-B-24, ELANGBAM LEIKAI IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,elangbamsovid@gmail.com,NA,NA,,,
U52599MN2020PTC014168,KANGLEICHA TRADING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-10-20,Manipur,100000,100000,52599,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O RISHIKANTA SINGH KIYAM SIPHAL HEIBONG LEIRAK THOUBAL , Thoubal Unclassified MN 795138",RoC-Shillong,eitcompliance2020@gmail.com,NA,NA,,,
U52599MN2020PTC014213,YAAWAA ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-12-20,Manipur,100000,50000,52599,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O N. BIDHUMKHI DEVI IED 4267 1-MH-141/3 NORTH AOC 1-MH-141/3 IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,casanketroc@gmail.com,NA,NA,,,
U52601MN2018PTC013734,NEPRAM TRADING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-09-18,Manipur,100000,100000,52601,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","10-A-37/5 Sagolband Akham Lampak IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,mansinghnepram@gmail.com,31-03-20,31-03-20,,,
U52605MN2019PTC013931,LEE-WAA TRADING INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-08-19,Manipur,100000,20000,52605,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","KWAKEITHEL THOKCHOM LEIKAI 4-B-28/9 IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,leewaa13@gmail.com,NA,NA,,,
U52609MN2017OPC013561,LAMNGAN (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,07-08-17,Manipur,1000000,200000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","KEISHAMTHONG TOP LEIRAK IMPHAL WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,OUGRICPL@GMAIL.COM,31-03-19,31-03-19,,,
U52609MN2018PTC013781,EXPOHOP TECHNOLOGIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-12-18,Manipur,100000,50000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O L.Ingocha Singh,Kwakta Santhong Awang Leikai IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,expohop@gmail.com,NA,NA,,,
U52609MN2019PTC013811,ANGOMCHA TRADERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-02-19,Manipur,50000,50000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","F-3-31/2 URIPOK ACHOM LEIKAI IMPHAL EAST , East Imphal Unclassified MN 795001",RoC-Shillong,angompvtltd@gmail.com,31-03-20,31-03-20,,,
U52609MN2019PTC013983,SEFI JEWELLERY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-11-19,Manipur,1000000,100000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","c/o akoijam sanatombi devi, THW-III thoubal wangmataba college leirak THOUBAL , Thoubal Unclassified MN 795138",RoC-Shillong,kunjacmspl@gmail.com,31-03-20,31-03-20,,,
U52609MN2020OPC014065,RISINGLANE CLOTHES (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,05-03-20,Manipur,1500000,100000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O CHINGANGBAM KWAKEITHEL KONJENG NAORIYA PAKHANG LAKPA IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,SRMJOFFICE@GMAIL.COM,31-03-20,31-03-20,,,
U52609MN2020PTC014026,MCWANG'S PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-01-20,Manipur,100000,10000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","IED III, 4-EA-14/6 Academy Road, Nongmeibung IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,friendsnong1975@gmail.com,NA,NA,,,
U52609MN2020PTC014043,MA & MA MERCANTILE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-02-20,Manipur,1500000,1500000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/o Shivz Autotech Pvt Ltd Mahindra & Mahindra, Ghari Airport Road IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,dorensingh30@gmail.com,NA,NA,,,
U52609MN2020PTC014056,SERUS HEALTHCARE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-02-20,Manipur,1500000,100000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","NAOREMTHONG KHUMANTHEM LEIKAI, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,dd600652@gmail.com,NA,NA,,,
U52609MN2020PTC014119,MUKTA IT SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-07-20,Manipur,1000000,100000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","C/O Warepam Subash Singh S/O Sh. W Gulam 49 KWAKEITHEL THIYAM LEIKAI,IMPHAL HO LAMPHELPAT , West Imphal Unclassified MN 795001",RoC-Shillong,KISANTOIJAM2015@GMAIL.COM,NA,NA,,,
U55100MN2015PTC008437,GLAZING HILLS INFRACON PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-07-15,Manipur,1000000,100000,55100,Hotels and restaurants,"NAMEIRAKPAM LEIKAI, THONGJU-II IMPHAL EAST IMPHAL , Unclassified MN 795008",RoC-Shillong,n_karan14@yahoo.com,31-03-19,31-03-19,,,
U55100MN2019PTC013799,KOIJAM BRAJAGOPAL HOSPITALITY SERVICESPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-01-19,Manipur,1000000,100000,55100,Hotels and restaurants,"118, THANGEIBAND MEISNAM LEIKAI OPP. THAU GROUND IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,niranjan@jcre.co.in,31-03-19,31-03-19,,,
U55101MN1976PTC001667,HOTEL JUPITER PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,08-06-76,Manipur,500000,20,55101,Hotels and restaurants,"THANGAL BAZARIMPHAL MANIPUR , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U55101MN1989PLC003367,HOTEL PINTU PVT. LTD.,Strike Off,Public,Company limited by Shares,Non-govt company,03-11-89,Manipur,4000000,70000,55101,Hotels and restaurants,"A.T.LINE(NEAR ASHA CINEMA HALLIMPHAL,MANIPUR. , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U55101MN1992PTC003772,NISHUM HOTEL PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,31-08-92,Manipur,12000000,100000,55101,Hotels and restaurants,"FAIRYLANDSTADIUM ROAD IMPHAL MANIPUR , Unclassified MN 795001",RoC-Shillong,kailashyogeshca@yahoo.com,31-03-06,31-03-06,,,
U55101MN1998PTC005503,NAJ INDIA ENTERPRISES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,17-08-98,Manipur,2000000,1700000,55101,Hotels and restaurants,"HAOREIBA MAKHA LEIKAI LILONG THOUBAL IMPHAL , Unclassified MN 795138",RoC-Shillong,NA,NA,NA,,,
U55101MN1998PTC005545,JEEVAN RESORTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,25-09-98,Manipur,500000,3000,55101,Hotels and restaurants,"URIPOK KHWAI PAONA LEIKAIIMPHAL MANIPUR , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U55101MN2012PTC008297,BABINA HOSPITALITIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-02-12,Manipur,80000000,76900000,55101,Hotels and restaurants,"Chingmeirong ,Imphal East P.O Lamlong Imphal , Unclassified MN 795010",RoC-Shillong,accounts@babinadiagnostics.com,31-03-20,31-03-20,,,
U55101MN2012PTC008305,PISGAH HOTELS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-06-12,Manipur,10000000,1000000,55101,Hotels and restaurants,"PISGAH BHAWAN, IMPHAL WEST, PALACE COMPOUND, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,jyotimanipur@yahoo.com,NA,NA,,,
U55101MN2012PTC008309,KAI SERVICES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,21-08-12,Manipur,1000000,150000,55101,Hotels and restaurants,"CHINGAMAKHONG, SINGJAMIE IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,somodelta@10yahoo.co.in,NA,NA,,,
U55101MN2012PTC008312,DAANI HOTELS & RESORTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-10-12,Manipur,30000000,200000,55101,Hotels and restaurants,"THANGMEIBAND MAISNAM LEIKAI, IMPHAL , West Imphal Unclassified MN 795004",RoC-Shillong,leninmanipur@gmail.com,31-03-20,31-03-20,,,
U55101MN2013PTC008329,STRAWBERRY HOSPITALITY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,14-03-13,Manipur,100000,100000,55101,Hotels and restaurants,"Thangmeiband DM College Road, Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,hucapital@gmail.com,NA,NA,,,
U55101MN2013PTC008353,DAVE HOTEL AND RESORT PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,30-08-13,Manipur,500000,200000,55101,Hotels and restaurants,"PAONA BAZAR IMPHAL WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,manasjainca@gmail.com,NA,NA,,,
U55101MN2013PTC008354,ZINGSOL ENTERPRISES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,05-09-13,Manipur,30000000,400000,55101,Hotels and restaurants,"Paite Veng Kwakeithel, Airport Road, Patsoi, Imphal West Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,yumnamsharat2008@gmail.com,31-03-15,31-03-15,,,
U55101MN2014PTC008369,CHINGAO HOTEL & RESORTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-01-14,Manipur,45000000,30855580,55101,Hotels and restaurants,"KHONGMAN ZONE-III(WEST), IMPHAL EAST, MANIPUR MANIPUR , East Imphal Unclassified MN 795001",RoC-Shillong,chingaohotel@gmail.com,31-03-20,31-03-20,,,
U55101MN2015PTC008449,ROEL HOSPITALITY AND ENTERTAINMENTPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-12-15,Manipur,200000,100000,55101,Hotels and restaurants,"KOMLATHABI CHANDEL , Unclassified MN 795135",RoC-Shillong,moyonr@rediffmail.com,NA,NA,,,
U55101MN2018PTC013738,PUREIROMBA ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-09-18,Manipur,1000000,1000000,55101,Hotels and restaurants,"House No 83, IED-III, 8-D-126TH Singjamei Mathak, Chongtham Leikai, Indo-Burma Road Imphal West , West Imphal Unclassified MN 795001",RoC-Shillong,angomk.psd@gmail.com,31-03-20,31-03-20,,,
U55101MN2018PTC013766,HILLS & RIVERSIDE HOLIDAY RESORTSPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-11-18,Manipur,50000000,42075000,55101,Hotels and restaurants,"C/O SANTOSH KUMAR SINGH KONSAM THONGJU PART-II, MANIPUR UNIVERSITY IMPHAL EAST , East Imphal Unclassified MN 795003",RoC-Shillong,pcsvaibhavgarg@gmail.com,31-03-20,31-03-20,,,
U55101MN2019PTC013831,KOIRENG AND SONS HOTEL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-03-19,Manipur,300000,300000,55101,Hotels and restaurants,"12296, 23 - B - 24 / 11, Haobam Marak, Ngangom, Leikai, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,pnksingh70@gmail.com,31-03-20,31-03-20,,,
U55101MN2019PTC013871,MOMBI ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-05-19,Manipur,1000000,50000,55101,Hotels and restaurants,"C/O MR.TH BEDAJIT SINGH IED-III, MT-2-55 MEITRAM MAKHA LEIKAI IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,CSPUINACHANDRA@GMAIL.COM,NA,NA,,,
U55101MN2019PTC013918,RIVERINE SEKMAI HOTELS AND RESORTSPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-08-19,Manipur,1000000,100000,55101,Hotels and restaurants,"Sandy Shores, Sekmai Tural, Awang Sekmai, Koujengleima Khajingpat, PO & PS \x96 Sekmai, Imphal , West Imphal Unclassified MN 795136",RoC-Shillong,ADITYA.ADVAN@GMAIL.COM,31-03-20,31-03-20,,,
U55101MN2021PTC014230,NONGPOK TOURISM SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-01-21,Manipur,1500000,100000,55101,Hotels and restaurants,"C/o Gurumayum Jyoti Kumar Sharma Moirangkhom Bazar Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,cs.rakesh2@gmail.com,NA,NA,,,
U55201MN2019PTC013906,LANGEI HOTELS AND RESORTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,16-07-19,Manipur,1500000,100000,55201,Hotels and restaurants,"C/O MR. L BROJENDRO, IED-III, 4-EA-78 LANGEI INTERNATIONAL, NEW CHECKON EAST AVENUE BUILDING , East Imphal Unclassified MN 795001",RoC-Shillong,ougricpl@gmail.com,NA,NA,,,
